datetime,open,high,low,close,volume,return
20230829,322.9795,327.0814,320.5298,327.0334,349200,0.012340636054820608
20230830,327.0334,328.3303,326.14,326.7549,250700,-0.0008516987783949714
20230831,327.6771,328.3879,323.2293,324.2956,553900,-0.007526405601963493
20230901,325.9479,331.0873,325.3427,328.8394,281200,0.014011458316963044
20230905,328.3015,331.2795,326.4955,326.9373,397100,-0.0057841882582657655
20230906,325.3331,327.9364,324.5357,326.3417,304300,-0.0018217911687979926
20230907,325.2466,328.4744,324.0458,327.0622,438700,0.0022077761525014505
20230908,327.2159,331.9807,326.1208,331.4716,415000,0.013481724428312525
20230911,334.5842,336.2269,329.2526,330.0019,430600,-0.004433944311095672
20230912,329.2333,335.2566,328.167,333.537,402000,0.010712534266191787
20230913,334.8915,335.5255,330.2996,331.5388,408900,-0.005990937605478641
20230914,334.7474,336.5343,331.6926,336.0347,462400,0.013560644720883808
20230915,334.1806,337.1298,333.0278,333.4601,1087200,-0.0076616640261697455
20230918,332.4515,333.5562,329.6079,333.4217,379300,-0.0001151295514038031
20230919,333.7964,336.2172,332.3746,333.5178,456100,0.00028813160475116284
20230920,334.7474,336.3133,331.1258,331.414,330800,-0.006307971726949302
20230921,329.3774,329.3774,323.9017,323.9594,387100,-0.02249337992608136
20230922,324.2475,324.5741,319.9438,320.3665,369300,-0.011090480900569966
20230925,319.012,323.1236,318.9256,322.4608,271700,0.0065371985228479534
20230926,319.3482,320.8085,314.5931,315.0253,407600,-0.02305847926374127
20230927,315.8322,316.4374,312.2682,314.0839,438000,-0.002988544719188191
20230928,313.7765,319.7037,313.4979,317.3502,427500,0.010399440336575472
20230929,319.1465,321.0678,315.5633,316.7065,344700,-0.002028285602461044
20231002,314.3624,315.5921,308.4833,313.0367,447200,-0.011587191860192858
20231003,309.7514,309.8475,302.2199,304.5831,504700,-0.027005178995295975
20231004,304.3717,305.9664,301.9316,305.5917,635600,0.0033113306040331025
20231005,304.8328,310.3566,304.0643,309.6265,342600,0.013203105487531008
20231006,307.5419,315.2559,305.9568,313.594,300900,0.012813823202415975
20231009,309.7897,314.055,309.7801,313.4114,308500,-0.0005822391088540213
20231010,315.2943,318.2339,314.0167,315.9668,314000,0.008153467270842096
20231011,316.0244,318.0898,313.4115,316.3799,283200,0.0013073714753681909
20231012,317.3117,317.3117,309.5304,312.5661,417000,-0.012054439341245171
20231013,314.8908,316.6296,309.7417,312.1241,454700,-0.0014138612295350184
20231016,316.1589,321.942,314.0167,317.6863,664300,0.017820456713367294
20231017,317.9361,324.7855,317.9361,321.8748,459900,0.013184122184687563
20231018,319.8094,320.9141,310.6928,310.8273,562900,-0.034322215808719525
20231019,310.2893,312.2298,303.4303,304.1316,513900,-0.021541671931664674
20231020,304.0548,304.0548,296.4464,299.9048,1356900,-0.01389795463136212
20231023,298.2044,303.2958,296.5713,299.0978,509800,-0.0026907753407632296
20231024,301.5475,303.1998,299.3572,301.1536,476200,0.006873393249310578
20231025,299.1842,300.2025,294.5635,295.0535,541300,-0.020255870345567528
20231026,295.4666,313.4211,295.4666,303.8914,995600,0.029953832685581494
20231027,303.4207,304.122,297.3014,298.3389,596900,-0.018271596011815716
20231030,300.9902,305.4476,299.1362,303.4111,413800,0.017001487729910725
20231031,303.4783,304.5254,298.8672,302.1911,629900,-0.004020951554458807
20231101,303.3342,307.3113,301.3649,305.0346,421100,0.009409628994454522
20231102,308.637,318.474,308.637,318.3299,621900,0.0435862673659102
20231103,322.4487,328.2072,322.4101,323.8473,708100,0.017332414025301723
20231106,324.3104,325.41,317.5004,321.3684,453500,-0.007654571139433131
20231107,321.1562,323.1625,319.9408,321.1562,427600,-0.0006603612329781905
20231108,321.079,321.9857,319.391,320.5677,335900,-0.0018322547147633372
20231109,322.8056,323.2011,318.8026,320.0855,263000,-0.0015044223524622868
20231110,321.6963,325.2073,319.4585,324.4453,378500,0.013620838931098334
20231113,322.603,324.8408,322.1303,323.2589,511800,-0.003656800819908934
20231114,328.4773,333.8114,326.0273,330.31,498900,0.021812600878712063
20231115,331.8051,332.9337,330.0882,331.3035,581700,0.0030078722435922245
20231116,331.4289,334.2744,330.8116,332.0077,463800,0.0021254304240709843
20231117,334.3226,336.2711,334.3226,335.509,414900,0.010545968886762846
20231120,333.7246,339.078,331.7955,337.1006,425400,0.004743877547307873
20231121,335.9335,337.7663,335.133,335.6345,324900,-0.004349221816830839
20231122,337.6215,338.5571,336.1168,338.1038,321200,0.007357016757118862
20231124,338.6536,340.959,336.2711,338.9719,211300,0.002567653986353502
20231127,337.4769,337.4769,335.1137,337.091,373200,-0.005548807321080207
20231128,336.6762,337.2356,333.1941,333.3002,542200,-0.011245813906264224
20231129,335.0654,338.4414,333.7053,336.0107,441900,0.008132248264445252
20231130,337.2453,341.1615,335.4223,340.9879,1166200,0.014812817376158138
20231201,340.6695,345.4538,339.7339,343.6694,676300,0.007863790478392918
20231204,341.2772,345.0777,340.1487,341.2097,739100,-0.007157129717392907
20231205,339.9172,340.8046,337.5347,340.0715,372700,-0.003335730606482068
20231206,342.7434,344.47,337.5057,337.7372,393800,-0.006864024226580168
20231207,338.8369,340.5056,337.9591,340.2355,449100,0.0073970536119449815
20231208,339.84,345.5696,339.84,344.9137,418100,0.013749774976528961
20231211,346.3798,353.7781,346.1773,352.4856,592800,0.021953116629067626
20231212,353.1512,357.2603,352.4953,357.1156,511500,0.013135388954419014
20231213,357.8583,360.4241,355.6012,358.6107,971500,0.004186390918106575
20231214,360.5398,366.8192,358.4371,366.5202,785700,0.022056166673786626
20231215,363.4915,366.173,362.4787,364.4657,1214300,-0.005605515674886208
20231218,364.2631,364.5139,360.9353,362.7969,437600,-0.004578653670509136
20231219,363.395,368.6809,362.961,368.1021,438000,0.014623073603670322
20231220,364.7261,367.9189,359.4595,359.5753,472300,-0.02316437338474786
20231221,360.9643,363.7037,358.9772,362.7101,400200,0.00871822200314143
20231222,364.5718,366.1055,361.9674,362.7294,272400,5.317499301238371e-05
20231226,362.8163,365.7871,362.7391,364.8515,204400,0.005850284344886214
20231227,364.9383,366.7421,363.5204,366.5685,221100,0.004705885698694567
20231228,370.0023,370.1856,367.099,367.6488,294100,0.0029471228712969477
20231229,368.2468,369.1824,366.0765,366.3755,316900,-0.003463235803758846
20240102,365.4689,366.1826,363.2021,365.6039,540600,-0.0021061368003529868
20240103,367.6006,372.6453,366.8964,367.0604,728500,0.003983937373519542
20240104,365.8547,371.9605,365.4303,365.6136,411800,-0.003941773067075438
20240105,364.6008,370.5233,363.4915,368.5652,424300,0.00807308588802158
20240108,368.7774,370.8705,365.0927,370.8223,435900,0.006124047208512229
20240109,368.6906,369.7709,360.7617,362.5944,513600,-0.022188187823247385
20240110,363.0284,364.8033,361.2151,364.6007,304500,0.005533142549245085
20240111,365.0927,365.4592,360.9835,364.8708,422400,0.0007407571090083387
20240112,366.9833,368.3144,361.707,363.0671,354100,-0.004943423792702739
20240116,360.1251,360.6749,356.1028,360.2408,813800,-0.00778432715120525
20240117,356.0642,363.0864,355.3601,358.8808,501100,-0.003775380850417065
20240118,359.0255,361.7166,356.2089,361.6009,519300,0.007579376734616172
20240119,364.2535,368.7195,360.81,368.1505,1231800,0.018112678115118852
20240122,369.1053,374.9217,369.1053,373.3976,476400,0.014252847875509955
20240123,373.7932,374.2272,371.2177,374.0632,422500,0.0017825189567335364
20240124,377.1402,379.6578,375.211,375.6644,577000,0.004280468200837717
20240125,357.0095,388.3872,357.0095,377.5164,1251000,0.004929986106159134
20240126,379.4938,381.4423,375.8767,377.5357,497200,5.1170296200941934e-05
20240129,376.3107,379.378,374.7481,379.1851,591600,0.0043688143592186535
20240130,377.6418,380.5356,377.5647,379.6096,390200,0.001119343704673481
20240131,378.5485,382.3104,373.0312,373.1276,581300,-0.017075344845577378
20240201,373.6292,375.896,364.6683,372.3463,391600,-0.0020939513660533926
20240202,372.1051,378.7511,368.459,376.8509,322800,0.012097818194723109
20240205,374.0729,377.0149,371.9026,376.2529,395200,-0.001586813261920339
20240206,376.2528,378.5582,372.4235,374.3044,365000,-0.005178661720518063
20240207,375.3076,379.243,373.0119,377.4971,423900,0.008529820045419578
20240208,377.4293,382.3464,375.6387,382.1624,329200,0.012358540855788913
20240209,381.9786,385.4244,380.3428,384.2048,306800,0.005344215332493407
20240212,384.408,389.4218,381.3107,384.621,415700,0.001083193674663585
20240213,379.9846,383.7111,373.3835,377.381,405300,-0.01882378051393052
20240214,379.8395,380.9526,377.0036,378.8039,329100,0.00377049396414475
20240215,381.1171,386.9149,378.7554,385.0662,306500,0.016531931751854634
20240216,384.2628,387.9022,383.2175,385.0371,299100,-7.552792274434506e-05
20240220,381.5527,385.3179,377.7778,384.0499,359400,-0.002563942623927229
20240221,383.9724,384.437,380.1008,382.6754,466400,-0.0035789922689316578
20240222,385.4147,390.7963,384.2241,390.3897,341100,0.02015892489561799
20240223,392.0062,395.1907,391.048,394.0582,319000,0.009396909435534173
20240226,392.7709,397.533,390.7285,394.8422,517500,0.0019895451685998378
20240227,395.0841,397.4265,391.9578,395.5971,362600,0.0019120141157313864
20240228,394.8615,400.0786,394.2227,397.4652,354200,0.004722158814903565
20240229,398.9752,399.3043,392.1514,394.2905,789700,-0.00798747556460544
20240301,394.5905,397.7265,391.077,397.4168,442300,0.007929034659921674
20240304,396.3231,401.3466,393.942,399.1494,436200,0.004359743872054622
20240305,396.4199,404.0374,396.4199,399.3527,419500,0.0005091239772314626
20240306,401.2691,402.3435,397.9782,402.1403,357900,0.006980290674269307
20240307,403.6309,405.7893,398.7719,399.5366,589200,-0.006474527620613957
20240308,399.7495,403.3114,397.4459,398.7913,371800,-0.0018654118560053057
20240311,397.1652,399.8173,394.4163,398.4815,395300,-0.0007767306496306858
20240312,399.9915,401.1917,396.9329,399.7398,274000,0.003157662644975634
20240313,400.4077,403.8825,400.0399,403.3792,430100,0.009104433013601199
20240314,405.3731,405.3731,397.1168,400.6691,508000,-0.006718601172800875
20240315,397.2233,408.3156,397.2233,406.0313,1263500,0.013383147268622109
20240318,407.0186,414.0166,405.0441,410.7451,695000,0.011609465522791629
20240319,411.3839,415.4492,411.3839,415.2265,613900,0.010910526888666894
20240320,414.549,419.8822,411.7226,417.2979,629700,0.004988408544581713
20240321,417.172,423.2021,415.9234,421.7503,543800,0.010669652573172428
20240322,422.4762,422.4762,416.0008,416.3589,445100,-0.012783220849509003
20240325,415.2846,419.224,415.2846,417.6656,515100,0.0031384017737710046
20240326,417.8206,420.2791,417.0366,417.385,354500,-0.0006718511116560189
20240327,421.547,423.9475,417.0365,421.9923,488700,0.011038341878293334
20240328,424.1023,426.5027,421.3147,424.3733,446300,0.005642383992933597
20240401,423.7442,424.1894,419.7757,420.8792,434300,-0.00823372008861012
20240402,420.7244,422.0891,417.3366,419.3015,523100,-0.003748431627667359
20240403,419.4466,424.1894,417.8205,422.2245,374400,0.006971199894728164
20240404,426.2608,426.5318,414.9749,415.1298,419500,-0.01680335173677716
20240405,416.1751,421.6535,416.1751,420.8598,295600,0.013802939534095948
20240408,421.4502,423.8023,420.0564,421.789,288900,0.0022078594372032523
20240409,423.328,424.7799,413.4359,415.8073,376900,-0.014181711389207652
20240410,412.2647,417.1623,410.2708,412.3131,473300,-0.00840341623552232
20240411,411.4904,413.9295,407.4445,408.9254,467600,-0.008216317837561826
20240412,406.312,407.9962,399.3043,400.4271,630600,-0.02078200898574567
20240415,406.854,409.961,396.0618,397.9879,589000,-0.006091442128556168
20240416,398.2202,400.6884,395.6552,397.6685,583200,-0.0008025293246024523
20240417,400.7852,402.9146,398.017,398.559,518300,0.002239309598902617
20240418,400.3981,403.0598,397.3685,399.3914,365800,0.002088517426746872
20240419,401.0272,404.5117,398.4041,403.6309,1159100,0.010614828560726819
20240422,406.5056,411.5775,401.1918,407.8607,538100,0.010479445421001099
20240423,406.6314,409.9901,389.78,394.6099,992000,-0.03248860063540138
20240424,393.0128,401.9273,393.0128,399.614,675500,0.012681104640574148
20240425,396.778,399.2075,388.8024,397.7266,652400,-0.00472310963545064
20240426,395.4617,399.2366,395.4617,396.8555,454200,-0.0021901057524209566
20240429,398.1525,406.5056,398.1525,402.9921,395500,0.015462973735868024
20240430,401.5789,402.6726,398.0073,398.5783,507700,-0.010952391337865519
20240501,398.5784,407.1445,396.0812,400.1755,490500,0.004007085424384771
20240502,402.2661,404.7343,398.83,403.1179,295700,0.007352731460121387
